architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
catboost,catboost__final__core_calendar_lag52_native_v1__final__s42,final,mlflow,core_calendar_lag52_native_v1,catboost_native_markdown_native_economic_raw_v1,expanding_3x13_holdout_39_v1,processed_v1,full_dataset,global_tabular,3331,42,2092.492196159596,598.4655914065646,1722.6927730321083,1723.3867721814156,3684.542906797278,78.98270987501019,0.19027570902835578,"CatBoost, global tabular. Native cat_features for Store/Dept/Type (vs OHE in the LightGBM/XGBoost notebooks) and native-NaN markdowns, both ablated. Config selected by mean CV WMAE; holdout evaluated once."
