architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
lightgbm,lightgbm__final__core_calendar_lag52_v1__best__s42,final,mlflow,core_calendar_lag52_v1,tree_markdown_zero_economic_median_ohe_v1,expanding_3x13_holdout_39_v1,processed_v1,full_dataset,global_tabular,3306,42,1949.1676368003598,497.77745282357165,1707.1122212088237,1713.6277844355252,3646.4236836161194,29.42803949899826,0.69441889400332,Configuration selected by mean CV WMAE. Final holdout evaluated once.
