architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
patchtst,patchtst__final__target_only_context52_patch13_stride4_v1__best__s42,final,wandb,target_only_context52_patch13_stride4_v1,masked_panel_revin_v1,expanding_3x13_holdout_39_v1,processed_v1,full_dataset,recursive_13x3,3306,42,2203.521934654642,575.8135546520513,1734.998474889725,1725.4224217376695,3695.1198564771025,382.325798848,0.15630492700074683,"Global supervised PatchTST with shared channel-independent encoder, masked patch inputs, instance normalization and weighted MAE training. Configuration selected by mean CV WMAE."
