Store,Dept,order,aic,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,n_missing_weeks
40,80,"(0, 1, 2)",1730.9790322781746,2489.963445164775,701.566418393956,1763.0175918760403,1673.661825602826,1980.7132684923308,0
4,67,"(0, 1, 2)",1939.1931094531192,3022.508212846749,1044.252602952846,3568.6684732623908,3106.2558523931375,5144.622292490375,0
13,58,"(0, 1, 2)",1851.1511417797487,2601.249478496706,677.1256679024574,2192.7598864960955,2112.7258469686194,2799.890679489669,0
15,24,"(2, 1, 2)",1782.3679204346288,2078.4434998734823,916.4357150334426,1374.3750321700613,1049.383107314818,1418.716218442679,0
42,38,"(2, 1, 2)",2000.5121153591954,5410.558167957013,1932.7212706578357,10614.8452083521,10472.408848941064,11627.922825406124,0
20,74,"(2, 1, 2)",1954.98568643791,4632.00481428131,2555.710007508827,3604.9721192234047,3268.050750937026,3930.181126383127,0
17,1,"(0, 1, 2)",2115.8013941243107,5503.36899143687,982.9244368592982,6448.42663644484,6220.25876699763,9580.484150945222,0
34,94,"(0, 1, 2)",1940.483425732582,3232.306996259938,786.1538068012302,4118.145812125825,4425.812771625893,6082.120770823015,0
38,95,"(2, 1, 2)",1877.6206876002914,3019.8398830946935,637.4966126965909,4506.773834429022,4188.372959801501,5182.979324965093,0
41,2,"(2, 1, 2)",1984.0953107355826,3062.9757986387144,418.1176994817955,2909.497749323379,2808.0140340863536,3624.770818066342,0
24,2,"(0, 1, 2)",2007.2470596119624,4157.309286969958,276.19886337077986,3324.7338485917858,3162.9491535165675,4056.6066243559135,0
13,10,"(1, 1, 2)",1958.8194840353513,4765.422384949322,1047.9729240032555,7020.860272382129,7527.483699608036,8326.623842208366,0
45,40,"(0, 1, 2)",1840.7767333001877,2308.9068578538227,470.26917592075324,3351.4249257073984,3379.169525852506,3878.5620933927803,0
34,93,"(1, 1, 2)",1905.901019464441,3100.3828009004924,2083.3912165058814,2132.8943868198735,2005.117327409915,2559.168361893996,0
24,72,"(0, 1, 2)",2346.9288637574537,21634.21947648026,23070.042671812527,16748.257696424676,15840.922864922044,17089.316402672222,0
45,92,"(2, 1, 2)",1944.9387843877425,4176.8853536835195,1721.1766826818255,3389.600265625503,3184.9004736386473,3852.009259743541,0
4,2,"(2, 1, 2)",2046.8411042956006,4499.608933745083,2184.8794775611327,6074.961787962307,5601.991903305851,6800.636650344103,0
7,72,"(0, 1, 2)",2325.0516013669053,24106.938127332523,23730.963933911753,20026.79316418275,21127.187756875453,22327.71085580549,0
14,23,"(0, 1, 2)",2172.35753285247,7326.014996101095,2903.823930744645,6577.731660809889,6801.402951713674,7728.593393658147,0
36,93,"(2, 1, 2)",1869.2165097504087,1994.2992734760526,669.6882042079471,1565.5908097245967,1496.3795871584716,1847.8695472241845,0
2,3,"(1, 1, 2)",2043.2011625905611,6450.045828153711,3418.5087022681237,7994.164916430114,8925.479388947982,13763.419501121361,0
20,23,"(1, 1, 2)",2203.236248666217,7355.16462770052,4831.647791417303,4953.208513130244,4852.220707039416,6148.121115872944,0
28,81,"(2, 0, 2)",1843.318264136359,2004.4068528450534,466.01380492298586,1937.564182760965,1883.2203863769262,2489.1043494230635,0
22,92,"(1, 1, 2)",2015.7761147788028,5776.929274174109,2480.2654875677667,3827.9553524814723,3320.725519786909,4179.555893152891,0
14,10,"(1, 1, 2)",1835.3389886352318,2200.7145703121937,389.9998511246084,2721.991761867992,2619.24805142256,3138.3911297928394,0
11,9,"(2, 1, 2)",1943.1160364839307,3566.5647912608492,1009.0519904854273,2522.490971504778,2703.1088331357623,3365.723314171915,0
12,13,"(2, 1, 2)",1826.1888236851246,1522.6489819647834,122.03967445129945,3112.415887129538,2553.287328470687,3397.0200630811555,0
21,13,"(0, 1, 2)",1767.0589064103024,1694.7859505982208,321.09944460994063,1558.0187384683109,1626.0933514874519,1886.4963084329866,0
22,40,"(0, 1, 2)",1909.9422100392144,2963.735353546735,947.15333331892,2712.5600296890834,2571.888560347844,3200.489309813792,0
36,80,"(2, 1, 2)",1697.4987732030193,1470.1405117698175,49.93248851130837,1538.043466960851,1578.3004611722745,1876.6999316801011,0
17,13,"(1, 1, 2)",2011.1475440640588,5207.765521253876,2762.5357059061935,4936.675919027097,2862.9030209080443,5316.282094718623,0
31,13,"(2, 1, 2)",1804.6243570291272,1863.6883469091445,834.4482506096847,1568.9328446540792,1485.741653393343,1890.1237215486515,0
32,13,"(1, 1, 2)",1757.331452112187,1860.3568385304072,435.51701816634295,1460.0717557330056,1335.6321445335443,1689.5121200174785,0
14,16,"(2, 1, 2)",2142.378159529948,16108.854008581788,10435.068457590354,20962.84572108858,24219.90795226072,33574.39794538586,0
2,14,"(0, 1, 2)",2118.9801023669456,7257.430565084639,8786.379403884732,5375.519320762931,5771.374566047634,6398.5868899229245,0
22,38,"(0, 1, 2)",2069.5315436468986,5953.397940063692,368.3028010021557,5586.0531202396005,5700.899939587363,7519.805585922376,0
11,23,"(2, 1, 2)",2085.2018756512284,6551.689642473658,3240.8275252020826,4027.646119907972,3419.051521914994,4326.212795064279,0
32,92,"(1, 1, 2)",2114.983650854494,11504.205496039887,6355.24950599687,7673.997603476757,7748.533921247096,8975.640563099292,0
17,5,"(2, 1, 2)",2218.025273733496,14750.91307599078,12828.909949770597,6833.666294617715,7232.600253805041,8498.495671691648,0
29,72,"(0, 1, 2)",2385.853986737354,25715.307862263933,27331.00115844163,14932.069600930663,15960.632595993364,16819.959176204095,0
28,40,"(2, 1, 2)",1891.2957164459442,3332.7608185158933,883.4401587111289,3955.240942086172,4089.106472226499,4955.926468036289,0
1,92,"(2, 1, 2)",2204.9419932385763,16275.637272912269,8568.619405040421,13900.761746596881,11936.669272729408,14374.893810567979,0
16,40,"(0, 1, 2)",1875.9933640827246,6716.296750916849,1230.64161185582,2402.3425872825414,2741.406707750755,3477.422390077172,0
23,91,"(1, 1, 2)",1934.2437846574956,2596.290104888525,814.6626007861197,4049.6605148727563,4778.430612030253,5413.469553708938,0
11,11,"(2, 1, 2)",1886.0020892294663,3976.4142824386513,634.1452770927835,2702.5449223675273,2527.906412734212,2997.1162591612187,0
18,14,"(2, 1, 2)",2050.7230451820046,6199.002585174171,2621.164223493006,3231.5973670841104,3302.982802683514,3814.3029821313567,0
3,38,"(2, 1, 2)",2151.7565617643204,10056.798044578682,2960.7529063772813,7989.348525451937,8867.45297989564,10584.232600086001,0
4,55,"(2, 1, 2)",2096.3794799768643,7176.643818755263,7680.754422215751,6852.879902652904,7074.3987453871705,7597.107230819724,0
35,22,"(0, 1, 2)",1959.342045640187,3428.9803318202607,1874.0187286096677,3099.9716092790454,2404.4653609002967,3081.496354004593,0
12,2,"(0, 1, 2)",1926.4079511916923,2133.9427230857077,371.3076967505518,5401.447966587152,4874.051327607338,5643.245249952164,0
14,79,"(1, 1, 2)",1894.5446528655652,2368.05859265379,838.9741798728278,4451.385766843418,4181.8140226443265,4926.923463138369,0
4,5,"(2, 1, 2)",2276.2120940689247,17741.228231521065,10766.326818053492,13184.596046552186,13336.500660329222,15027.666386297036,0
17,95,"(0, 1, 2)",1996.466717281429,7817.550724016124,2339.428550576404,8190.801133595917,8024.95456833405,9557.058792729003,0
19,17,"(0, 1, 2)",1951.0240314954458,3778.4727803959563,759.7460703976986,3087.9241531318107,3609.2070563383368,4159.4037212397825,0
35,17,"(0, 1, 2)",1886.0230455876558,2484.3734554534035,1242.6132204000348,1491.4845878121123,1239.691880762458,1495.5252908274167,0
29,40,"(2, 1, 2)",1786.2115475802614,1370.6439392919492,185.1579994841379,2792.160845283242,2640.132392338871,2892.5385327096146,0
22,82,"(1, 1, 2)",2082.9723177056353,3945.3739313743404,2977.6311097977436,1687.5843152194889,1795.9860030440398,2408.0522862836615,0
27,38,"(1, 1, 2)",1974.9998338491203,4435.4920053886435,850.0780844252085,4129.347909502659,4436.830411894365,5520.034296695539,0
13,11,"(1, 1, 2)",1898.8138736398532,4402.907153816615,719.3161158789815,2344.2237664210934,2322.2007082134355,3194.518419789301,0
4,8,"(1, 1, 2)",1919.6286124951337,2423.908141033847,641.9899543143217,2471.903642672174,2401.2950657633214,2736.1868328374385,0
7,9,"(1, 1, 2)",2106.3724233545963,16825.937829157217,5668.013302779008,21191.726255680976,21739.580621736655,26468.735177626277,0
7,38,"(2, 0, 2)",1940.7255860228552,3372.7909481037236,601.7350938373879,3502.563717239655,3469.5452996208483,4326.170640431394,0
39,46,"(1, 1, 2)",1958.8395312938035,4965.819137594103,1738.1833946530946,3417.4307629102495,3926.1150593528814,5626.521558313003,0
25,38,"(0, 1, 2)",1985.6963171353032,3880.7924340260183,261.17382110032685,4806.572110431736,4642.375620263886,5772.351020101528,0
40,2,"(2, 1, 2)",1966.8870268055646,2463.3554042093306,625.6683722816658,1747.2164855337364,1703.3741238015184,2053.128038307326,0
2,40,"(0, 1, 2)",1948.8364675967816,4530.240468950655,1131.0605159548775,2853.913434541905,2910.0616050212684,3618.9304428780424,0
33,95,"(2, 1, 2)",1799.1023093395208,1710.4949314065873,595.6802294115248,3557.569942906634,3660.5462052141934,4467.543264559595,0
24,23,"(1, 1, 2)",2119.7584651843185,5877.023471929941,2819.3642640274347,4202.699856595147,4536.084318689517,5254.274019254513,0
12,25,"(2, 1, 2)",1885.2389090580218,2346.298229354153,734.4388415890877,2293.965694382445,2284.1648658876875,2612.930117263303,0
9,2,"(0, 1, 2)",1821.558447421631,1581.1573504012883,466.7102966472539,1664.3120016391124,1637.3272553666013,1919.1444887174403,0
43,91,"(2, 1, 2)",1869.7470100187072,2477.3508335384277,473.50915451918195,1819.4934558839807,1787.8091898673633,2242.0541041296597,0
23,7,"(2, 1, 2)",2332.824019989669,20901.352528718307,16436.424986211012,10244.081023502686,10440.627273523109,11722.08595823398,0
43,95,"(2, 1, 2)",2040.5707014712139,5705.7522175474005,2202.068728421195,6199.6811321174,5853.241731995202,7637.429261425672,0
15,92,"(0, 1, 2)",1785.4169644734616,1931.0463097354352,506.5299914282792,1847.5900023058605,2059.522310471165,2378.066700075102,0
20,25,"(0, 1, 2)",1919.6760029731631,2322.060994794177,806.6442482923384,2259.2161474320433,2459.05843408477,2965.3378974298466,0
39,14,"(2, 1, 2)",2109.1083910042216,7015.753460679472,7379.931718293277,1860.1623353785149,1922.9944463935547,2326.9053738751118,0
27,7,"(1, 1, 2)",2339.4995443376256,22931.181298030977,17557.92951423239,13043.44984966218,12866.849662723314,13895.538513633002,0
32,95,"(0, 1, 2)",1991.9083262744075,6222.475975504544,1165.6018541907474,5021.179253906995,5460.252947016123,6573.437062858748,0
14,92,"(0, 1, 2)",2270.925236617035,23041.91629044981,10275.59168402368,22159.450816526947,21248.449711295816,25005.89280315985,0
20,93,"(2, 1, 2)",2067.10680473938,7416.610336958946,2302.8795543607503,5021.0858153714935,5418.4996889291315,6800.219793091745,0
41,72,"(2, 1, 2)",2391.6361701726346,29397.689848435737,28725.793205190635,11872.838825910327,11829.745253914813,13398.453477841782,0
13,81,"(0, 1, 2)",1814.9342253455438,3403.4703275323877,1597.6944033052087,3105.5657532461214,3064.397187815971,3580.5216986957134,0
33,93,"(2, 1, 2)",1934.2986064479535,3069.7807098159246,713.0363432795327,2158.9670846401114,2346.319742037058,3040.891023572767,0
2,96,"(1, 1, 2)",1962.1552674213829,4064.9261070462303,1280.6025943900022,4144.289452372954,4358.612250301041,5775.63000043044,0
20,7,"(2, 1, 2)",2373.3789185008,26984.82022465042,20799.035849750206,11118.651441153335,11223.257088676773,13189.151723724844,0
10,55,"(2, 1, 2)",2191.7125124098775,13882.702277808814,8415.533716831002,9871.190194307115,10248.571688872033,10867.4365988806,0
14,1,"(0, 1, 2)",2273.296373843463,15419.008762599447,4906.27442219884,14836.009971935968,15979.348427717703,24863.023250864688,0
7,2,"(1, 1, 2)",1861.1512372588602,5613.840286125848,1426.1589938966952,2752.3869687015062,3119.1481735002153,3709.013367474428,0
4,1,"(0, 1, 2)",2180.281617853228,10046.233464440857,2656.9376312921127,10506.41423546474,10327.056129919047,13326.0356928331,0
15,8,"(2, 1, 2)",1826.6985776346457,932.7723320032386,527.8482742015834,786.235916925197,846.8949819813176,1093.1655677140257,0
13,3,"(1, 1, 2)",2184.777888179849,10182.065460052434,4862.732624736469,19788.29576570994,14713.247195268357,21815.948586658942,0
21,40,"(0, 1, 2)",1820.948864238138,1739.1602136045776,305.27266099591424,2380.1370114278848,2402.2810137720658,2808.6852191045823,0
6,8,"(2, 1, 2)",1920.9929147889898,3800.824805198792,591.6835164228507,1778.53508324501,1960.7806935433675,2508.158869655121,0
31,40,"(0, 1, 2)",1868.4367806621394,3213.2461569052634,801.4156877995389,3546.7506068672824,3507.53637237852,4223.164621718552,0
11,94,"(0, 1, 2)",1918.6974141168341,2568.335675935568,765.5467440115654,5423.289189299331,5652.0521444607575,7056.1797978991835,0
32,90,"(1, 1, 2)",1982.7556919785627,4915.929148187361,2710.1905146374656,4978.516703054702,5251.9262924744535,5752.9843865302355,0
13,4,"(1, 1, 2)",1880.1730152494035,3246.925882061565,935.7813040534456,3644.4905985861033,3054.4126796325886,3841.0968497983563,0
14,11,"(2, 1, 2)",2008.7731899534826,5199.56110637013,1003.9849347050877,3564.388393300895,3732.0040939107957,6731.1778615984285,0
20,17,"(2, 1, 2)",1980.0662150261207,3640.848399877319,1466.7398499158578,3313.2814946116864,3392.482245766537,3930.9848445336615,0
27,16,"(2, 1, 2)",2117.677536796051,15618.342990030758,10000.929129793396,20176.974807684375,22973.594392802675,31198.26257460797,0
40,72,"(0, 1, 2)",2260.805332232585,14203.0750809991,15013.963976994475,11032.547301996752,10278.962133175573,11585.179877944509,0
4,13,"(1, 1, 2)",1921.4492890187034,4035.761333852657,1681.8965332702198,5003.2526845219845,4484.8257295258045,5459.599985137862,0
13,46,"(2, 1, 2)",2026.9065518551067,5239.375957088575,1775.797844765917,3055.7534108211607,3464.696018284407,4354.978866167154,0
14,81,"(1, 1, 2)",1928.4142834447034,4334.367409182292,259.48032008828324,3369.3820241484827,3495.5176564152157,4130.594527932045,0
