architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
xgboost,xgboost__final__core_calendar_lag52_v1__best__s42,final,mlflow,core_calendar_lag52_v1,tree_markdown_zero_economic_median_ohe_v1,expanding_3x13_holdout_39_v1,processed_v1,full_dataset,global_tabular,3306,42,2073.070075642014,600.1492246188649,1745.812314469766,1740.7132516878612,3720.5687137380296,105.14223409400438,1.2715418150037294,Configuration selected by mean CV WMAE. Underfitting and overfitting assessed using training-validation gaps.
