architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
sarima,sarima__tuning__target_holiday_v1__representative_seasonal_v1__s42,tuning,mlflow,target_holiday_v1,statistical_target_holiday_v1,expanding_3x13_holdout_39_v1,processed_v1,representative_series,local_per_series,30,42,3676.2252338127623,5303.559703443716,2603.525341452802,2629.001327509264,3425.5257434994733,149.9936816679999,0.1385814980012583,"SARIMA baseline: (p,d,q) reused from the ARIMA notebook where available, seasonal (P,D,Q,52) chosen via small AICc grid search. Representative series, not full dataset."
