architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
arima,arima__tuning__target_only_v1__a_no_exog_base_grid__s42,tuning,mlflow,target_only_v1,statistical_target_only_v1,expanding_3x13_holdout_39_v1,processed_v1,representative_series,local_per_series,30,42,2268.346960700131,560.3116658849198,2729.0963398183294,2651.2249573611275,6744.446614453558,0.6893131279430236,0.041879582007823046,"ARIMA, winning config from 4 trials (IsHoliday exog, full economic ARIMAX, wide grid ablations): A_no_exog_base_grid. Order chosen once per series via AICc, using only the earliest CV fold's training window (no leakage). Holdout evaluated once. Representative series, not full dataset."
