architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
prophet,prophet__final__target_holiday_windows_v1__e2_sharp_yearly_order20_full_dataset__s42,final,mlflow,target_holiday_windows_v1,prophet_native_no_interpolation_v1,expanding_3x13_holdout_39_v1,processed_v1,full_dataset,local_per_series,3016,42,,,2306.248266850066,2279.2149884764685,13481.094063715043,900.5294130263501,51.6366630501725,"Prophet FULL-DATASET evaluation of the representative-tuning winner (E2_sharp_yearly_order20). Per-series local fits. Holdout coverage 3016/3331 (90.5%); 311 series too short for the 39-week holdout, 4 fit errors, both skipped. NOT comparable to the representative-scope rows -- different (harder) series set."
