architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
nbeats,nbeats__final__target_only_input52_v1__best__s42,final,wandb,target_only_input52_v1,neural_per_series_median_mad_scaling_v1,expanding_3x13_holdout_39_v1,processed_v1,full_dataset,recursive_13x3,3306,42,2387.9206292576805,482.74588039976004,2019.1841677567413,2014.087143841023,4217.007356021682,23.311331698991125,0.15628152299905196,Global generic N-BEATS. Configuration selected by mean CV WMAE. Final 39-week holdout forecast recursively in three 13-week blocks.
