architecture,run_name,stage,tracker,feature_set,preprocessing,validation_id,data_version,evaluation_scope,forecast_strategy,series_count,random_seed,cv_wmae_mean,cv_wmae_std,holdout_wmae,holdout_mae,holdout_rmse,fit_seconds,predict_seconds,notes
arima,arima__baseline__target_only__representative_sample_v1__s42,baseline,mlflow,target_only,per_series_w_fri_reindex_interpolate_gaps,expanding_3x13_holdout_39_v1,processed_v1,representative_series,per_series_non_seasonal_arima_aic_grid,300,42,3362.3442945972315,4694.468564515642,2914.9237430054413,2926.6329924201327,3662.384593347145,104.0852300503102,0.4340307929305709,"Non-seasonal ARIMA baseline on ~18 representative series (stratified by sales volume). Order chosen via small AIC grid search, no pmdarima. Establishes a floor before SARIMA."
